[2017-09-22 17:01:23.577] [INFO] sqlite - Executing (default): SELECT 1+1 AS result
[2017-09-22 17:02:05.245] [INFO] sqlite - Executing (default): SELECT 1+1 AS result
[2017-09-22 17:03:41.513] [INFO] sqlite - Executing (default): SELECT 1+1 AS result
[2017-09-22 17:04:40.915] [INFO] sqlite - Executing (default): SELECT 1+1 AS result
[2017-09-22 17:16:31.134] [INFO] sqlite - Executing (default): SELECT 1+1 AS result
[2017-09-22 17:20:17.623] [INFO] sqlite - Executing (default): SELECT 1+1 AS result
[2017-09-22 17:55:49.848] [INFO] sqlite - Executing (default): SELECT 1+1 AS result
[2017-09-22 17:56:30.805] [INFO] sqlite - Executing (default): SELECT 1+1 AS result
[2017-09-22 17:56:51.999] [INFO] sqlite - Executing (default): SELECT 1+1 AS result
[2017-09-22 17:57:47.042] [INFO] sqlite - Executing (default): SELECT 1+1 AS result
[2017-09-23 14:55:18.688] [INFO] sqlite - Executing (default): SELECT 1+1 AS result
[2017-09-23 14:55:20.486] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.444] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 01:38:11',6);
[2017-09-23 14:55:28.448] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 01:32:51',10);
[2017-09-23 14:55:28.449] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 01:29:33',8);
[2017-09-23 14:55:28.450] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 01:21:19',6);
[2017-09-23 14:55:28.465] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.465] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.466] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.466] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.466] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.466] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.466] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.467] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.467] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.467] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.468] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.468] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.468] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.468] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.469] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.469] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.470] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.470] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.470] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.471] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.472] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 01:20:48',8);
[2017-09-23 14:55:28.475] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 01:08:03',8);
[2017-09-23 14:55:28.477] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 01:08:00',10);
[2017-09-23 14:55:28.479] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 01:00:36',8);
[2017-09-23 14:55:28.480] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 00:55:40',6);
[2017-09-23 14:55:28.481] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 00:55:30',4);
[2017-09-23 14:55:28.483] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 00:52:56',4);
[2017-09-23 14:55:28.484] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 00:52:29',8);
[2017-09-23 14:55:28.485] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 00:41:57',10);
[2017-09-23 14:55:28.486] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 00:39:21',8);
[2017-09-23 14:55:28.487] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.488] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.488] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.489] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.489] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.490] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.490] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.491] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.491] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.492] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.492] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.493] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.493] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.493] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.494] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.494] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.495] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.495] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.496] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.496] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.497] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 09:34:50',10);
[2017-09-23 14:55:28.499] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 09:29:40',8);
[2017-09-23 14:55:28.500] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 09:22:48',10);
[2017-09-23 14:55:28.501] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 09:18:16',10);
[2017-09-23 14:55:28.502] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 09:14:26',8);
[2017-09-23 14:55:28.503] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.503] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.504] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.504] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.505] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.505] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.506] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.507] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.507] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.508] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.508] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.509] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.509] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.510] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.511] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.511] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.512] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.512] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.513] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.513] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.514] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 09:09:13',10);
[2017-09-23 14:55:28.516] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 09:06:38',6);
[2017-09-23 14:55:28.517] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 08:54:51',10);
[2017-09-23 14:55:28.518] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 08:40:07',2);
[2017-09-23 14:55:28.520] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 08:38:45',6);
[2017-09-23 14:55:28.522] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.523] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.523] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.524] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.524] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.525] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.525] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.526] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.527] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.530] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.530] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.531] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.531] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.531] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.532] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.532] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.533] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.533] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.533] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.534] [INFO] sqlite - Executing (default): PRAGMA INDEX_LIST(`comments`)
[2017-09-23 14:55:28.535] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 08:13:28',10);
[2017-09-23 14:55:28.536] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 07:43:31',8);
[2017-09-23 14:55:28.538] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 07:28:09',4);
[2017-09-23 14:55:28.542] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 07:25:50',2);
[2017-09-23 14:55:28.544] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 07:15:48',8);
[2017-09-23 14:55:28.566] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 04:51:26',10);
[2017-09-23 14:55:28.569] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 04:44:10',4);
[2017-09-23 14:55:28.570] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 04:22:31',6);
[2017-09-23 14:55:28.571] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 03:58:26',10);
[2017-09-23 14:55:28.589] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.590] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.590] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.590] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.590] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.591] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.591] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.591] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.591] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.591] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.592] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.592] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.592] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.592] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.592] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.593] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.593] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.593] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.593] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.593] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.595] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 03:51:11',6);
[2017-09-23 14:55:28.597] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 11:47:32',10);
[2017-09-23 14:55:28.599] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 11:43:18',10);
[2017-09-23 14:55:28.600] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 11:40:55',10);
[2017-09-23 14:55:28.602] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 11:37:03',4);
[2017-09-23 14:55:28.603] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 11:33:00',10);
[2017-09-23 14:55:28.604] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 11:29:40',10);
[2017-09-23 14:55:28.605] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 11:29:32',6);
[2017-09-23 14:55:28.606] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 11:19:33',8);
[2017-09-23 14:55:28.608] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 11:02:58',6);
[2017-09-23 14:55:28.609] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 11:00:44',8);
[2017-09-23 14:55:28.610] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 10:59:56',4);
[2017-09-23 14:55:28.611] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 10:59:18',6);
[2017-09-23 14:55:28.612] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 10:46:51',6);
[2017-09-23 14:55:28.613] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 10:45:59',4);
[2017-09-23 14:55:28.614] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 10:33:20',8);
[2017-09-23 14:55:28.615] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 10:31:39',10);
[2017-09-23 14:55:28.616] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 10:30:50',4);
[2017-09-23 14:55:28.618] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 10:06:17',8);
[2017-09-23 14:55:28.620] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 09:49:28',10);
[2017-09-23 14:55:28.621] [INFO] sqlite - Executing (default): INSERT INTO `comments` (`id`,`time`,`score`) VALUES (NULL,'2017-08-14 09:37:16',8);
[2017-09-23 14:55:28.674] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.674] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.674] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.675] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.675] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.675] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.675] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.675] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.676] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.676] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.676] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.676] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.677] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.677] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
[2017-09-23 14:55:28.677] [INFO] sqlite - Executing (default): CREATE TABLE IF NOT EXISTS `comments` (`id` INTEGER PRIMARY KEY AUTOINCREMENT, `time` VARCHAR(255), `score` INTEGER);
